"Address","Latitude","Longitude"
"HIB",47.38660049,-92.83899689
"LFK",31.2339992523,-94.75
"MAF",31.9424991607666,-102.202003479004
"GRB",44.4850997924805,-88.1296005249023
"ADM",34.30301,-97.0196342
"WRI",40.0155983,-74.59169769
"\N",34.90090179,-76.88069916
"SBO",32.6091003417969,-82.3699035644531
"AGS",33.3698997497559,-81.9645004272461
"ISN",48.177898407,-103.641998291
"LIT",34.7294006348,-92.2242965698
"SWF",41.5041007995605,-74.1047973632812
"BDE",48.7284011841,-94.612197876
"SAC",38.5125007629,-121.492996216
"HOM",59.6455993652344,-151.477005004883
"TBN",37.74160004,-92.14070129
"MGE",33.91540146,-84.51629639
"SKA",47.6151008606,-117.65599823
"HTL",44.359798,-84.671095
"PAM",30.0695991516,-85.5754013062
"DFW",32.896800994873,-97.0380020141602
"MLB",28.1028003692627,-80.6453018188477
"TCM",47.1376991272,-122.475997925
"AUS",30.1944999694824,-97.6698989868164
"LCK",39.813801,-82.927803
"MQT",46.3535995483,-87.395401001
"TYS",35.81100082,-83.9940033
"HLR",31.1387004852,-97.7145004272
"STL",38.7486991882324,-90.370002746582
"MIV",39.3678016662598,-75.0721969604492
"SPS",33.98880005,-98.49189758
"LUK",39.10329819,-84.41860199
"ATL",33.6366996765137,-84.4281005859375
"MER",37.38050079,-120.5680008
"MCC",38.66759872,-121.401001
"GRR",42.88079834,-85.52279663
"INK",31.7796001434,-103.200996399
"FAT",36.7761993408203,-119.718002319336
"VRB",27.655599594116,-80.417900085449
"IPL",32.8342018127,-115.57900238
"BNA",36.1245002746582,-86.6781997680664
"LRD",27.5438003540039,-99.4616012573242
"EDF",61.2509994506836,-149.807006835938
"OTZ",66.88469696,-162.598999
"AOO",40.29639816,-78.31999969
"DYS",32.4207992554,-99.854598999
"ELD",33.2210006713867,-92.8133010864258
"LGA",40.77719879,-73.87259674
"TLH",30.3964996337891,-84.3503036499023
"DPA",41.90779877,-88.24859619
"ACT",31.6112995147705,-97.2304992675781
"AUG",44.3205986023,-69.7973022461
"INJ",32.08349991,-97.09719849
"MKL",35.59989929,-88.91560364
"MKK",21.1529006958008,-157.095993041992
"FTK",37.9071006775,-85.9720993042
"\N",34.70840073,-77.43969727
"SJT",31.3577003479004,-100.496002197266
"CXL",32.6694984436,-115.513000488
"CIC",39.79539871,-121.8580017
"BTV",44.4719009399,-73.1532974243
"JAX",30.4941005706787,-81.6878967285156
"DRO",37.1515007019,-107.753997803
"IAD",38.94449997,-77.45580292
"CLL",30.58860016,-96.36380005
"SFF",47.682800292969,-117.32299804688
"MKE",42.9472007751465,-87.896598815918
"ABI",32.4113006592,-99.6819000244
"COU",38.8180999755859,-92.219596862793
"PDX",45.58869934,-122.5979996
"TNT",25.861799240112,-80.897003173828
"PBI",26.6832008361816,-80.0955963134766
"FTW",32.8198013306,-97.3623962402
"OGS",44.6819000244,-75.4654998779
"BFI",47.5299987792969,-122.302001953125
"SKF",29.38419914,-98.58110046
"HNL",21.3187007904053,-157.921997070312
"DSM",41.5340003967285,-93.6631011962891
"EWN",35.0730018616,-77.0429000854
"SAN",32.7336006165,-117.190002441
"MLU",32.5108985900879,-92.0376968383789
"SSC",33.97269821,-80.47059631
"ONT",34.0559997558594,-117.600997924805
"GVT",33.0677986145,-96.0652999878
"ROW",33.3016014099121,-104.53099822998
"DET",42.40919876,-83.00990295
"BRO",25.9067993164062,-97.4259033203125
"DHN",31.3213005065918,-85.4496002197266
"WWD",39.0084991455,-74.9083023071
"MTC",42.6082992553711,-82.8355026245117
"FMN",36.7411994934,-108.230003357
"CRP",27.7703990936279,-97.5011978149414
"SYR",43.111198425293,-76.1063003540039
"NQX",24.57579994,-81.68890381
"MDW",41.7859992980957,-87.7524032592773
"SJC",37.3625984191895,-121.929000854492
"HOB",32.6875,-103.2170029
"PNE",40.08190155,-75.01059723
"DEN",39.861698150635,-104.672996521
"PHL",39.871898651123,-75.241096496582
"SUX",42.40259933,-96.38439941
"MCN",32.692798614502,-83.6492004394531
"TCS",33.2369003296,-107.272003174
"PMD",34.62939835,-118.0849991
"RND",29.52969933,-98.27890015
"NJK",32.8292007446289,-115.671997070312
"CMH",39.9980010986328,-82.8918991088867
"FYV",36.0051002502441,-94.1700973510742
"FSI",34.64979935,-98.40219879
"PNM",45.55989838,-93.60820007
"FFO",39.8260993958,-84.0483016968
"GAL",64.73619843,-156.9369965
"\N",33.2691,-111.810997
"MWL",32.7816009521,-98.0602035522
"IAB",37.62189865,-97.26820374
"NBG",29.82530022,-90.03500366
"BFT",32.4122009277,-80.6343994141
"TXK",33.4537010192871,-93.9909973144531
"PBG",44.6509017944336,-73.4681015014648
"APG",39.466202,-76.1688
"TCC",35.182800293,-103.602996826
"ANC",61.1744003295898,-149.996002197266
"GRK",31.067199707,-97.8289031982
"ZUN",35.0831985473633,-108.791999816895
"BLI",48.7928009033203,-122.53800201416
"NQA",35.356700897217,-89.870300292969
"EKN",38.88940048,-79.85710144
"HFD",41.736698150635,-72.649398803711
"SFZ",41.9207992554,-71.4914016724
"MOB",30.691200256348,-88.242797851562
"NUQ",37.4160995483398,-122.049003601074
"SAF",35.617099762,-106.088996887
"BKH",22.0228004456,-159.785003662
"DRI",30.8316993713,-93.3398971558
"BSF",19.760099411,-155.554000854
"OLS",31.4176998138428,-110.847999572754
"MCF",27.84930038,-82.52120209
"BLV",38.5452,-89.835197
"OPF",25.90699959,-80.27839661
"DRT",29.3742008209,-100.927001953
"RSW",26.5361995697021,-81.7552032470703
"AKN",58.67679977,-156.6490021
"MUI",40.43479919,-76.56939697
"JHM",20.9629001617432,-156.673004150391
"JFK",40.63980103,-73.77890015
"HST",25.48859978,-80.38359833
"RAL",33.95190048,-117.4449997
"FLV",39.3683013916,-94.9147033691
"WAL",37.9402008057,-75.4664001465
"HMN",32.8525009155,-106.107002258
"NXX",40.19979858,-75.14820099
"CYS",41.15570068,-104.8119965
"SCK",37.894199371338,-121.2379989624
"CHS",32.89860153,-80.04049683
"RNO",39.4990997314453,-119.767997741699
"KTN",55.35559845,-131.7140045
"YIP",42.23789978,-83.53040314
"VBG",34.7373008728,-120.583999634
"BHM",33.56290054,-86.75350189
"NEL",40.03329849,-74.353302
"LSV",36.2361984253,-115.033996582
"RIV",33.88069916,-117.2590027
"MOD",37.62580109,-120.9540024
"SMF",38.6954002380371,-121.591003417969
"UGN",42.422199249268,-87.867897033691
"COS",38.805801391602,-104.70099639893
"BUF",42.94049835,-78.73220062
"SKY",41.4333992004,-82.6522979736
"PAE",47.90629959,-122.2819977
"MUO",43.043598,-115.872002
"CDC",37.701000213623,-113.098999023438
"BDL",41.9388999939,-72.6831970215
"MFE",26.17580032,-98.23860168
"NGU",36.93759918,-76.28929901
"CEF",42.19400024,-72.53479767
"LBB",33.6636009216309,-101.822998046875
"ORD",41.97859955,-87.90480042
"BCT",26.3784999847,-80.1076965332
"FAI",64.81510162,-147.8560028
"NYG",38.50170135,-77.30529785
"CVS",34.3828010559,-103.321998596
"NGF",21.4505004883,-157.768005371
"OFF",41.118301391602,-95.912498474121
"GKN",62.1548996,-145.4570007
"ART",43.9919013977051,-76.0216979980469
"PSP",33.8297004699707,-116.50700378418
"AMA",35.2193984985352,-101.706001281738
"FOD",42.55149841,-94.19259644
"BAD",32.5018005371,-93.6626968384
"FOE",38.9509010315,-95.6635971069
"COT",28.45669937,-99.22029877
"ILM",34.2705993652344,-77.9026031494141
"BTR",30.53319931,-91.14959717
"TYR",32.3540992736816,-95.4023971557617
"BWI",39.17539978,-76.66829681
"HBR",34.991317,-99.051313
"LNY",20.7856006622314,-156.95100402832
"AEX",31.3274002075195,-92.5497970581055
"WSD",32.34149933,-106.4029999
"CDB",55.2061004638672,-162.725006103516
"TUL",36.1983985900879,-95.8880996704102
"SIT",57.0471000671387,-135.361999511719
"ISP",40.79520035,-73.10019684
"MSP",44.8819999695,-93.2218017578
"ILG",39.67869949,-75.60649872
"DUT",53.900100708,-166.544006348
"MSY",29.9934005737305,-90.2580032348633
"PWM",43.64619827,-70.30930328
"OKC",35.3931007385254,-97.600700378418
"ALB",42.7482986450195,-73.8016967773438
"VDZ",61.13389969,-146.2480011
"LFI",37.082901001,-76.360496521
"SNA",33.67570114,-117.8679962
"CBM",33.6437988281,-88.4438018799
"TMB",25.6478996277,-80.432800293
"NTU",36.8207016,-76.03350067
"GUS",40.6481018066,-86.1520996094
"CPR",42.90800095,-106.4639969
"VPS",30.4832,-86.525398
"SEM",32.343898773193,-86.987800598145
"EYW",24.5561008453369,-81.7595977783203
"CLT",35.2140007019043,-80.9430999755859
"LAS",36.08010101,-115.1520004
"MCO",28.4293994903564,-81.3089981079102
"FLO",34.1853981018066,-79.7238998413086
"GTF",47.48199844,-111.3710022
"YNG",41.26070023,-80.67910004
"FBK",64.83750153,-147.6139984
"MMV",45.19440079,-123.1360016
"WRB",32.6400985718,-83.5919036865
"PUW",46.7439,-117.110001
"LWS",46.3745002746582,-117.014999389648
"ELM",42.1599006652832,-76.8916015625
"ITH",42.4910011291504,-76.4583969116211
"MRY",36.5870018005371,-121.843002319336
"SBA",34.42620087,-119.8399963
"DAB",29.179899,-81.058098
"TKA",62.320499420166,-150.09399414062
"HVN",41.26369858,-72.88680267
"AVL",35.4361991882324,-82.5418014526367
"GSO",36.0978012084961,-79.9373016357422
"FSD",43.5820007324,-96.741897583
"MHT",42.9325981140137,-71.4356994628906
"APF",26.1525993347,-81.7752990723
"SDF",38.1744,-85.736
"CHO",38.138599395752,-78.4529037475586
"ROA",37.3255004883,-79.975402832
"LEX",38.0364990234375,-84.6059036254883
"EVV",38.0369987488,-87.5324020386
"ABQ",35.0401992797852,-106.609001159668
"BZN",45.77750015,-111.1529999
"BIL",45.8077011108398,-108.542999267578
"BTM",45.9547996520996,-112.497001647949
"TVC",44.7414016723633,-85.5821990966797
"BHB",44.45000076,-68.3615036
"RKD",44.06010056,-69.09919739
"JAC",43.6072998046875,-110.737998962402
"RFD",42.1954002380371,-89.0971984863281
"GSP",34.8956985474,-82.2189025879
"BMI",40.47710037,-88.91590118
"GPT",30.4073009490967,-89.0700988769531
"AZO",42.2349014282227,-85.5521011352539
"TOL",41.58679962,-83.80780029
"FWA",40.97850037,-85.19509888
"DEC",39.8345985412598,-88.8656997680664
"CID",41.8847007751465,-91.7108001708984
"LSE",43.879002,-91.256699
"CWA",44.7775993347,-89.6668014526
"PIA",40.6641998291,-89.6932983398
"ATW",44.2580986023,-88.5190963745
"RST",43.9082984924316,-92.5
"CMI",40.03919983,-88.27809906
"MHK",39.140998840332,-96.6707992553711
"FKL",41.3778991699,-79.8603973389
"GJT",39.1223983765,-108.527000427
"SGU",37.0363888889,-113.510305556
"DWH",30.0618000031,-95.5528030396
"S46",28.4297008514404,-96.4443969726562
"SRQ",27.3953990936279,-82.5543975830078
"VNY",34.209800720215,-118.48999786377
"MLI",41.4485015869141,-90.5074996948242
"PFN",30.212099,-85.6828
"BIS",46.7727012634277,-100.746002197266
"TEX",37.9538002,-107.9079971
"RAP",44.0452995300293,-103.056999206543
"CLD",33.12829971,-117.2799988
"FNT",42.9654006958008,-83.7435989379883
"RDD",40.50899887,-122.2929993
"EUG",44.1245994567871,-123.21199798584
"IDA",43.5145988464355,-112.070999145508
"MFR",42.3741989135742,-122.873001098633
"RDM",44.2541008,-121.1500015
"CAK",40.9160995483398,-81.4421997070312
"HSV",34.637199401855,-86.775100708008
"PKB",39.345100402832,-81.4392013549805
"MGM",32.30059814,-86.39399719
"TRI",36.4752006530762,-82.4074020385742
"PAH",37.0607986450195,-88.7738037109375
"PGA",36.92610168,-111.447998
"FCA",48.3105010986328,-114.255996704102
"MBS",43.532901763916,-84.0795974731445
"BGM",42.20869827,-75.97979736
"BLH",33.6192016602,-114.717002869
"PSG",56.80170059,-132.9450073
"SFB",28.7775993347168,-81.2375030517578
"JST",40.3161010742188,-78.8339004516602
"MSO",46.91630173,-114.0910034
"GCN",35.9524002075195,-112.147003173828
"SGR",29.622299194336,-95.65650177002
"APA",39.57009888,-104.848999
"CVN",34.4250984192,-103.07900238
"FST",30.9157009125,-102.916000366
"LVS",35.6542015076,-105.141998291
"IWS",29.8181991577,-95.6725997925
"LHX",38.04970169,-103.5090027
"LRU",32.2893981933594,-106.921997070312
"BKD",32.71900177,-98.8909988403
"TPL",31.1525001525879,-97.4077987670898
"OZA",30.735300064087,-101.20300292969
"EGE",39.64260101,-106.9179993
"CGF",41.5651016235,-81.4863967896
"MFD",40.8213996887,-82.5166015625
"CSG",32.516300201416,-84.9389038085938
"LAW",34.5676994324,-98.4166030884
"FNL",40.4518013,-105.011001587
"FLG",35.13850021,-111.6709976
"TVL",38.8939018249512,-119.995002746582
"TWF",42.48180008,-114.487999
"MVY",41.3931007385,-70.6143035889
"CON",43.20270157,-71.50229645
"GON",41.3301010131836,-72.0450973510742
"STC",45.5466003417969,-94.0598983764648
"GTR",33.4502983093,-88.5914001465
"HQM",46.9711990356,-123.93699646
"ERI",42.0831270134,-80.1738667488
"HYA",41.66930008,-70.28040314
"SDX",34.848598480225,-111.78800201416
"MGW",39.64289856,-79.91629791
"CRW",38.3731002807617,-81.5932006835938
"AVP",41.3385009766,-75.7233963013
"BJI",47.50939941,-94.93370056
"FAR",46.9207000732422,-96.815803527832
"MKC",39.1231994628906,-94.5927963256836
"GCC",44.3488998413,-105.539001465
"SCE",40.8493003845,-77.8487014771
"MEI",32.3325996398926,-88.7518997192383
"SPI",39.84410095,-89.67790222
"CEZ",37.3030014038,-108.627998352
"HDN",40.48120117,-107.2180023
"GUP",35.511100769,-108.789001465
"LBL",37.0442009,-100.9599991
"LAA",38.0696983337,-102.68800354
"GLD",39.37060165,-101.6989975
"COD",44.520198822,-109.024002075
"SGF",37.24570084,-93.38860321
"JLN",37.151798248291,-94.4982986450195
"ABE",40.652099609375,-75.440803527832
"XNA",36.281898,-94.306801
"SBN",41.7086982727051,-86.3172988891602
"SMD",41.14339828,-85.15280151
"ACV",40.978099822998,-124.109001159668
"OAJ",34.8292007446,-77.6120986938
"TCL",33.220600128174,-87.611396789551
"DBQ",42.40200043,-90.70950317
"ABR",45.4491004943848,-98.4217987060547
"ABY",31.5354995727539,-84.1945037841797
"AHN",33.948600769043,-83.326301574707
"ALM",32.8399009705,-105.990997314
"ALO",42.5570983886719,-92.4002990722656
"ALW",46.09489822,-118.288002
"APN",45.0780983,-83.56030273
"ATY",44.91400146,-97.15470123
"BFD",41.8031005859375,-78.6400985717773
"BFF",41.87400055,-103.5960007
"BKW",37.7873001099,-81.1241989136
"BQK",31.2588005065918,-81.4664993286133
"BRL",40.7831993103027,-91.1255035400391
"CEC",41.78020096,-124.2369995
"CGI",37.2252998352051,-89.57080078125
"CIU",46.2508010864258,-84.4723968505859
"CKB",39.2966003418,-80.2281036377
"CLM",48.1202011108398,-123.5
"CMX",47.168399810791,-88.4890975952148
"DDC",37.7634010314941,-99.9655990600586
"DUJ",41.17829895,-78.8986969
"EAU",44.8657989501953,-91.4842987060547
"EKO",40.8249015808105,-115.791999816895
"EWB",41.6761016845703,-70.956901550293
"FAY",34.9911994934082,-78.8803024291992
"GGW",48.2125015258789,-106.61499786377
"GRI",40.9674987792969,-98.3096008300781
"HOT",34.4780006408691,-93.0961990356445
"HTS",38.36669922,-82.55799866
"IRK",40.0934982299805,-92.5448989868164
"JMS",46.92969894,-98.67819977
"LAR",41.3120994567871,-105.675003051758
"LBE",40.27590179,-79.40480042
"LBF",41.12620163,-100.6839981
"LEB",43.6260986328,-72.3041992188
"LMT",42.1561012268066,-121.733001708984
"LNS",40.1217002868652,-76.2960968017578
"LWT",47.0493011474609,-109.467002868652
"LYH",37.3266983032227,-79.2004013061523
"MKG",43.16949844,-86.23819733
"MLS",46.4280014038086,-105.886001586914
"MSL",34.74530029,-87.61019897
"OTH",43.4170989990234,-124.246002197266
"OWB",37.74010086,-87.16680145
"PIB",31.4671001434326,-89.3370971679688
"PIH",42.9098014831543,-112.596000671387
"PIR",44.38270187,-100.2860031
"PLN",45.57089996,-84.79669952
"PSM",43.0778999329,-70.8233032227
"RDG",40.3785018920898,-75.965202331543
"RHI",45.6311988830566,-89.4674987792969
"RKS",41.59420013,-109.0650024
"RUT",43.52939987,-72.94960022
"SBP",35.2368011475,-120.641998291
"SHR",44.7691993713379,-106.980003356934
"SLK",44.3852996826172,-74.2061996459961
"SLN",38.7910003662109,-97.6521987915039
"SMX",34.89889908,-120.4570007
"TUP",34.2681007385254,-88.7698974609375
"UIN",39.94269943,-91.19460297
"VCT",28.8526000976562,-96.9185028076172
"VLD",30.7824993133545,-83.2767028808594
"WRL",43.9656982421875,-107.950996398926
"YKM",46.56819916,-120.5439987
"ADK",51.8779983520508,-176.64599609375
"GST",58.4253006,-135.7070007
"SGY",59.4600982666016,-135.315994262695
"HCR",62.1883010864258,-159.774993896484
"HNS",59.2438011169434,-135.524002075195
"KLG",61.5363006591797,-160.341003417969
"MCG",62.95289993,-155.6060028
"MOU",62.095401763916,-163.682006835938
"ANI",61.581600189209,-159.542999267578
"VAK",61.5409,-165.6005
"WRG",56.48429871,-132.3699951
"LUP",21.21100044,-156.973999
"WKK",59.2826004028,-158.617996216
"BLF",37.2957992553711,-81.2077026367188
"GLH",33.4828987121582,-90.9856033325195
"PSC",46.2647018432617,-119.119003295898
"KQA",54.1337704415,-165.778895617
"LPS",48.4838981628418,-122.938003540039
"WKL",19.9205,-155.8607
"ORH",42.2672996520996,-71.8757019042969
"PWT",47.490200042725,-122.76499938965
"SPW",43.165500640869,-95.202796936035
"JEF",38.5912017822,-92.1560974121
"PVC",42.0718994141,-70.2213973999
"FUL",33.8720016479,-117.980003357
"\N",35.387798,-80.709099
"SUN",43.50439835,-114.2959976
"MCW",43.1577987671,-93.3312988281
"AZA",33.30780029,-111.6549988
"AKP",68.13359833,-151.7429962
"ANV",62.646702,-160.190994
"ATK",70.4673004150391,-157.436004638672
"GAM",63.7667999267578,-171.733001708984
"HPB",61.52389908,-166.1470032
"KAL",64.31909943,-158.7409973
"KSM",62.0605011,-163.302002
"KVL",67.736198425293,-164.563003540039
"MYU",60.3713989257812,-166.27099609375
"RBY",64.72720337,-155.4700012
"SHH",66.249604,-166.089112
"SVA",63.6864013671875,-170.49299621582
"WTK",67.5661010742188,-162.975006103516
"ARC",68.1147,-145.578995
"HGR",39.707901,-77.72949982
"SDP",55.314998626709,-160.522994995117
"DRG",66.0696029663,-162.76600647
"IGG",59.3240013122559,-155.901992797852
"KNW",59.4499015808,-157.32800293
"KVC",55.1162986755371,-162.266006469727
"PTH",56.959098815918,-158.632995605469
"TOG",59.0527992248535,-160.397003173828
"ESC",45.7226982117,-87.0936965942
